id,source,parent_id,translation_source_id,subject,body_excerpt,raw_label,linked_parent_label,linked_parent_source,linked_parent_label_provenance,linked_parent_confidence,parent_link_status,evidence_group,triggered_rules,proposed_label,proposal_confidence,human_decision,human_note,label_provenance
data_vi:431,data_vi,,,,Chủ đề: tiết kiệm tiền mua thứ này ở đây bạn chưa thử cials à? bạn thậm chí không thể tưởng tượng được cảm giác trở thành một người đàn ông thực sự trên giường là như thế nào! vấn đề là một lỗi tuyệt vời sẽ được cung cấp cho bạn chính xác khi bạn muốn. Ciils có rất nhiều ưu điểm so với viaqra - hiệu quả kéo dài 36 giờ! - bạn đã sẵn sàng bắt đầu chỉ trong vòng 10 phút! - bạn có thể trộn nó với rượu! chúng tôi gửi đến bất kỳ nước nào! hiểu ngay bây giờ! .,1,,,,,,ambiguous,commercial_offer,review,low,,,translated_dataset_mixed_positive
data_vi:432,data_vi,,,,"Chủ đề: bạn không biết cách thu hút khách hàng vào website của mình? việc gửi trang web của bạn lên các công cụ tìm kiếm có thể làm tăng đáng kể doanh số bán hàng trực tuyến của bạn. Nếu bạn đầu tư thời gian và tiền bạc vào trang web của mình, bạn chỉ cần gửi trang web của mình trực tuyến nếu không nó sẽ trở thành ảo, điều đó có nghĩa là nỗ lực bỏ ra vô ích. nếu bạn muốn mọi người biết về trang web của mình và tăng doanh thu, cách duy nhất để làm điều đó là làm cho trang web của bạn hiển thị ở n",1,,,,,,ambiguous,commercial_offer,review,low,,,translated_dataset_mixed_positive
data_vi:433,data_vi,,,,"Chủ đề: kime oy vereceksiniz ? ?yi g?nler d?nya gazetesi , i?inde bulundu?umuz siyasi karma?a d?neminin se?imler sonras?nda nas?l bir hal alaca?? konusunda kapsaml? bir ara?t?rma yapmaktad?r . bu ?er?evede toplumumuzun m?mk?n oldu?unca geni? bir kesimin g?r??lerine ba?vurmay? gerekli g?rd?k . 3 kas?m 2002 tarihinde yap?lmas? ?ng?r?len se?imler sonras?nda siyasi belirsizli?in , dolay?s?yla da ekonomik belirsizli?in sona erip ermeyece?i y?n?nde bir tahmin yapmam?z ve bu konuda kamuoyunu bilgilendi",1,,,,,,ambiguous,,review,low,,,translated_dataset_mixed_positive
data_vi:435,data_vi,,,,"Chủ đề: tương lai của giáo dục thường xuyên chọn tiểu bang của bạn rồi nhấn ""go"" để xem các khóa học có sẵn ( người dùng aol bấm vào đây ) al ak az ar ca co ct de dc fl ga hi id il in ia ks ky la me md ma mi mn ms mo mt ne nv nh nj nm ny nc nd oh ok or pa ri sc sd tn tx ut vt va wa wv wi wy chúng tôi không muốn bất cứ ai nhận được thư của chúng tôi mà không muốn nhận chúng . đây là một thông tin liên lạc chuyên nghiệp gửi đến các chuyên gia bảo hiểm. để bị xóa khỏi danh sách gửi thư này, đừng tr",1,,,,,,ambiguous,product_service_solicitation,review,low,,,translated_dataset_mixed_positive
data_vi:440,data_vi,,,,"Chủ đề: bạn có được liệt kê trong các công cụ tìm kiếm lớn không? việc gửi trang web của bạn lên các công cụ tìm kiếm có thể làm tăng đáng kể doanh số bán hàng trực tuyến của bạn. nếu bạn đầu tư thời gian và tiền bạc vào trang web của mình, bạn chỉ cần gửi trang web của mình trực tuyến nếu không nó sẽ trở nên vô hình, điều đó có nghĩa là nỗ lực bỏ ra vô ích. nếu bạn muốn mọi người biết về trang web của mình và tăng doanh thu, cách duy nhất để làm điều đó là làm cho trang web của bạn hiển thị ở n",1,,,,,,ambiguous,commercial_offer,review,low,,,translated_dataset_mixed_positive
data_vi:444,data_vi,,,,Chủ đề: bắt đầu mua sắm tại costco ngay hôm nay với tư cách thành viên vàng miễn phí. bắt đầu mua sắm tại costco ngay hôm nay với tư cách thành viên vàng miễn phí. tư cách thành viên vàng miễn phí hoặc nâng cấp và mở rộng tư cách thành viên hiện tại của bạn. ( ) ipmlgbit,1,,,,,,ambiguous,commercial_offer,review,low,,,translated_dataset_mixed_positive
data_vi:445,data_vi,,,,"Chủ đề: trang web bán hàng nhiều hơn bạn có lấy thẻ tín dụng không? nếu bạn làm vậy bạn sẽ kiếm được nhiều tiền hơn. dễ dàng thiết lập. . không kiểm tra tín dụng - phê duyệt 100%. . . . kiếm nhiều tiền hơn bây giờ! thử ngay bây giờ, xóa thông tin được tìm thấy trên trang web",1,,,,,,ambiguous,commercial_offer,review,low,,,translated_dataset_mixed_positive
data_vi:447,data_vi,,,,"Chủ đề: yếu tố thon gọn - một cách tiếp cận hoàn toàn mới để giảm cân, e-mail này nhằm mục đích mang lại lợi ích cho người nhận. nếu bạn muốn từ chối và không nhận thêm gì nữa hãy nhấp vào đây . địa chỉ của bạn sẽ bị xóa ngay lập tức. chúng tôi chân thành xin lỗi vì bất kỳ sự bất tiện nào. e-mail này không phải là thư rác theo luật quản lý liên bang của Hoa Kỳ. tin nhắn này được gửi cho bạn tuân theo luật pháp liên bang được đề xuất cho e-mail thương mại ( h . r . 4176 - phần 101 đoạn ( e ) ( 1 ",1,,,,,,ambiguous,promotional_call_to_action,review,low,,,translated_dataset_mixed_positive
data_vi:45,data_vi,,,,"Chủ đề: 10 phút trước khi quan hệ, kéo dài 24 - 36 giờ hợp pháp, thuốc theo toa dưới sự hướng dẫn thiết yếu của cơ quan y tế được cấp phép dưới mọi hòn đá đều ẩn nấp một chính trị gia. Kinh nghiệm là tên mọi người cho đến những sai lầm của họ . không có âm nhạc cuộc sống sẽ là một sai lầm .",1,,,,,,ambiguous,product_service_solicitation,review,low,,,translated_dataset_mixed_positive
data_vi:451,data_vi,,,,"Chủ đề: cửa hàng tab tình yêu mới. hãy ghé thăm cửa hàng kéo trực tuyến được cấp phép của chúng tôi để có những chiếc kéo tình yêu rẻ tiền nhất! viagra , cialis , softtabs và nhiều chất tăng cường iove khác đều có trong một ! hỗ trợ hoạt động, vận chuyển nhanh chóng, quy trình thanh toán an toàn và bảo mật hoàn toàn! bấm vào đây để tìm thấy bạn đã được bbb xác minh và được visa chấp thuận tình yêu pil 1 !",1,,,,,,ambiguous,product_service_solicitation,review,low,,,translated_dataset_mixed_positive
data_vi:452,data_vi,,,,"Chủ đề: tiết kiệm ngay bây giờ * * * * * viết ra * * * * * xin chào , đã đến lúc tái cấp vốn ! tín dụng của bạn không thành vấn đề, chúng tôi có thể chấp thuận bất kỳ ai. bây giờ là lúc để một số công ty cho vay thế chấp hàng đầu trong nước cạnh tranh giành quyền kinh doanh của bạn. nếu bạn có tín dụng tốt, chúng tôi sẽ cung cấp cho bạn mức giá tuyệt vời nhất hiện có ở bất kỳ đâu! nếu bạn có tín dụng kém, đừng lo lắng! chúng tôi vẫn có thể tái cấp vốn cho bạn với mức giá cạnh tranh nhất trong ng",1,,,,,,ambiguous,product_service_solicitation,review,low,,,translated_dataset_mixed_positive
data_vi:453,data_vi,,,,"Chủ đề: bạn đã tạo một trang web nhưng không có ai truy cập? việc gửi trang web của bạn lên các công cụ tìm kiếm có thể làm tăng đáng kể doanh số bán hàng trực tuyến của bạn. nếu bạn đầu tư thời gian và tiền bạc vào trang web của mình, bạn chỉ cần gửi trang web của mình trực tuyến nếu không nó sẽ trở nên vô hình, điều đó có nghĩa là nỗ lực bỏ ra vô ích. Nếu bạn muốn mọi người biết về trang web của mình và tăng doanh thu, cách duy nhất để làm điều đó là làm cho trang web của bạn hiển thị ở những ",1,,,,,,ambiguous,commercial_offer,review,low,,,translated_dataset_mixed_positive
data_vi:455,data_vi,,,,"Chủ đề: tuyệt vời xin chào , chào mừng đến với ph không thể tránh khỏi armonline sh breakneck op - một trong số ít các cửa hàng dược phẩm trực tuyến bondman v khác biệt g a interinter ll l nhà thảo dược l phân phối la ensoul rac đạo văn l i stress s kiềm và đánh bật um vàmanyother . - cứu hơn 5 bệnh nhân sốt rét 0 % - dịch vụ cứu trợ nhanh chóng trên toàn thế giới - tổng số người xem truyền hình tự tin - hơn thợ khóa 5 triệu khách hàng ở 130 quốc gia có một ngày tốt lành!",1,,,,,,ambiguous,product_service_solicitation,review,low,,,translated_dataset_mixed_positive
data_vi:457,data_vi,,,,"Chủ đề: bạn đã được chấp nhận. đây là tiền của bạn, người nộp đơn thân mến, sau khi xem xét thêm khi nhận được đơn đăng ký, khoản thế chấp hiện tại của bạn đủ tiêu chuẩn là 4. Tỷ lệ 75. khoản thanh toán hàng tháng mới của bạn sẽ ở mức thấp nhất là $340/tháng cho khoản vay $200.000. vui lòng xác nhận thông tin của bạn để chúng tôi hoàn tất khoản vay của bạn hoặc bạn cũng có thể đăng ký một khoản vay mới. hoàn tất các bước cuối cùng bằng cách truy cập : http : / / www . trần trụi . mạng lưới / ? i",1,,,,,,ambiguous,,review,low,,,translated_dataset_mixed_positive
data_vi:458,data_vi,,,,"Chủ đề: teen nghiệp dư 18 - 21 tuổi . gà già thật là sừng ! những kẻ nghiệp dư khó chịu chụp ảnh kiêm, những con gà trống khổng lồ, những cú đập qua đường hậu môn, và nhiều hơn thế nữa! trẻ trung và tươi mới - - - - - > chỉ cần một cú nhấn chuột ! lấy chúng ngay bây giờ! miễn phí ! bấm vào đây để tìm những cô gái trong mơ của bạn! hãy nhớ đây là một trang web miễn phí nên hãy nhanh lên! bấm vào đây để hủy đăng ký.",1,,,,,,ambiguous,marketing_language,review,low,,,translated_dataset_mixed_positive
data_vi:46,data_vi,,,,"Chủ đề: ước gì bạn có thể tốt hơn? tăng trưởng dương vật cực độ http : // www . siratu . com / ss / evil giống như hy vọng : nó nảy sinh vĩnh cửu . thú vui là niềm hạnh phúc của những người không thể suy nghĩ. của riêng mỗi người. ( suum cuique ) luôn tha thứ cho kẻ thù của bạn ; không có gì làm họ khó chịu đến thế. tin xấu đi trong đôi guốc, tin tốt đi trong đôi chân đi tất.",1,,,,,,ambiguous,,review,low,,,translated_dataset_mixed_positive
data_vi:460,data_vi,,,,"Chủ đề: thư chưa gửi được trả lại cho người gửi đây là chương trình postfix tại máy chủ cenesp. santistatextil . com . anh . tôi rất tiếc phải thông báo với bạn rằng tin nhắn của bạn không thể gửi được tới một hoặc nhiều người nhận. Nó được đính kèm bên dưới . để được hỗ trợ thêm, vui lòng gửi thư tới nếu bạn làm như vậy, vui lòng gửi kèm báo cáo sự cố này. bạn có thể xóa văn bản của chính mình khỏi tin nhắn trả lại đính kèm. chương trình postfix : người dùng không rõ : "" antonio _ sanches """,1,,,,,,ambiguous,,review,low,,,translated_dataset_mixed_positive
data_vi:462,data_vi,,,,"Chủ đề: fca offrr xin chào, chào mừng bạn đến với phar seethe monline sh klystron op - một trong những công ty dược phẩm oniine hàng đầu bước vào lối đi v trang trí công phu, nghị sĩ tất cả những người đi qua chuông l l quở trách một chủ nghĩa thực chứng ra ngụy biện cl tôi có thể điều chỉnh sv parvenu a u tomtom m và nhiều thứ khác. - tiết kiệm 50% chi phí may vá - các tấm vải phát triển quá mức trên toàn thế giới - tổng độ lồi tin cậy - hơn 5 mi khách hàng trực giao ở 130 quốc gia đã có một ng",1,,,,,,ambiguous,,review,low,,,translated_dataset_mixed_positive
data_vi:465,data_vi,,,,"Chủ đề: Có tất cả các phần mềm đồ họa, phiên bản OEM giá rẻ. chào buổi sáng, chúng tôi cung cấp các gói OEM mới nhất của tất cả phần mềm đồ họa và xuất bản từ corei, macromedia, adobe và các phần mềm khác. adobe photoshop8 giá 80$ . 0 / cs $140 macromedia studio mx 2004 $120 adobe acrobat 7 . 0 chuyên nghiệp $ 150 adobe Premier pro 1 . 5 $ 90 corei desiqner 10 $ 90 quickbooks phiên bản chuyên nghiệp 2004 $ 75 adobe pagemaker 7 . 0 $70 xara x vl . 1 buổi thử giọng adobe $ 75 1 . 5 $ 90 kín đáo 3 ",1,,,,,,ambiguous,product_service_solicitation,review,low,,,translated_dataset_mixed_positive
data_vi:466,data_vi,,,,"Chủ đề: v và hơn thế nữa xin chào , chào mừng bạn đến với medzonli thường phục ne - cửa hàng dược phẩm trực tuyến nhiều màu sắc . v tzigane a u khả năng thuyết phục mv km tôi có thể vượt qua được rac hữu hình và sự cảnh giác là người dân thị trấn li một cách nói thông tục g dạy kèm và nhiều thứ khác . với sự cạnh tranh của chúng tôi, bạn sẽ nhận được - dịch vụ tốt nhất không thể bảo vệ được, dịch vụ tuyệt vời, thư tín nhanh chóng, vận chuyển riêng tư trực tuyến hoặc vượt trội hơn, chúc một ngày ",1,,,,,,ambiguous,product_service_solicitation,review,low,,,translated_dataset_mixed_positive
data_vi:467,data_vi,,,,"Chủ đề: xin chào , hộp mực in phun giá rẻ bvax hi , zzzz@ example . com hôm nay, nếu bạn không muốn nhận thêm ưu đãi về không gian từ chúng tôi, vui lòng nhấp vào đây và yêu cầu của bạn sẽ được thực hiện ngay lập tức!",1,,,,,,ambiguous,promotional_call_to_action,review,low,,,translated_dataset_mixed_positive
data_vi:468,data_vi,,,,"Chủ đề: sử dụng công cụ tính lãi suất tiện dụng này để nhận thông tin về tỷ giá hiện tại. dhfeo sử dụng công cụ tính lãi suất tiện dụng này để lấy dữ liệu về tỷ giá hiện tại mà không đưa ra bất kỳ thông tin cá nhân hoặc riêng tư nào. cái này đã được gửi cho bạn bởi một nhóm truyền thông cho Smartmortgageusa. nếu bạn có bất kỳ thắc mắc nào , bạn có thể liên hệ với sm - usa tại : Offer Up , attn : Smartmortgageusa , p . ồ. hộp 78361, san francisco, ca 94107 - 8361. nếu bạn muốn loại mình khỏi các ",1,,,,,,ambiguous,,review,low,,,translated_dataset_mixed_positive
data_vi:469,data_vi,,,,"Chủ đề: thanh toán hóa đơn tã lót cho con bạn trong một năm ! gia đình bạn chắc chắn có thể sử dụng cái này, bây giờ hãy đi. odzzzzzzq",1,,,,,,ambiguous,,review,low,,,translated_dataset_mixed_positive
data_vi:470,data_vi,,,,"Chủ đề: tốt, bạn muốn biết cách tiết kiệm hơn 60% tiền thuốc của mình không? http://www. pleelo có gờ . com - suc labile cessfull và là cách đã được chứng minh để cứu nhân loại của bạn ney . cánh tả v phần cứng ag trophic all l lenity u woodcraft l payoff rac supernal l sultanate isva multistory l khả năng chấp nhận m và nhiều thứ khác. tốt nhất bertha prlces. độ quanh co cao. wo hứa hôn rldwide shlpplng . tổng thể tin cậy điện entaiity. 250. chưa được tạo 000 + khách hàng hài lòng. có tấm thảm ",1,,,,,,ambiguous,product_service_solicitation,review,low,,,translated_dataset_mixed_positive
data_vi:474,data_vi,,,,Chủ đề: viên thuốc đơn giản giải quyết được vấn đề phức tạp không. 1 viên thuốc tăng cường sinh lý nam trên thị trường thêm thông tin ở đây xương rồng kwx bổ sung ww loquat wq tuyết ggv alterman xr chiếu sáng mya sụn tng sir xi hướng ngoại izx broomcorn nan câu đố ei tham lam zt chiến đấu ns calliope pgs sắc sảo vm giới từ cdz nghị định cjt trên mặt đất doo ottawa zgc mollie hj không,1,,,,,,ambiguous,product_service_solicitation,review,low,,,translated_dataset_mixed_positive
data_vi:475,data_vi,,,,"Chủ đề: Có tất cả các phần mềm đồ họa, phiên bản OEM giá rẻ. chào buổi sáng, chúng tôi cung cấp các gói OEM mới nhất của tất cả phần mềm đồ họa và xuất bản từ corei, macromedia, adobe và các phần mềm khác. adobe photoshop8 giá 80$ . 0 / cs $140 macromedia studio mx 2004 $120 adobe acrobat 7 . 0 chuyên nghiệp $ 150 adobe Premier pro 1 . 5 $ 90 corei desiqner 10 $ 90 quickbooks phiên bản chuyên nghiệp 2004 $ 75 adobe pagemaker 7 . 0 $70 xara x vl . 1 buổi thử giọng adobe $ 75 1 . 5 $ 90 kín đáo 3 ",1,,,,,,ambiguous,product_service_solicitation,review,low,,,translated_dataset_mixed_positive
data_vi:477,data_vi,,,,"Chủ đề: giúp tôi tên tôi là Mr. Newton Gwarada, con riêng của ông. Terry Ford của Zimbabwe. có thể bạn sẽ ngạc nhiên khi tôi biết địa chỉ liên lạc của bạn; tôi lấy nó từ mạng. đừng lo lắng vì tôi đang liên lạc với bạn một cách thiện chí. trong cuộc khủng hoảng hiện nay chống lại người nông dân ở Zimbabwe bởi những người ủng hộ tổng thống Robert Mugabe của chúng tôi để đòi lại tất cả các trang trại thuộc sở hữu của người da trắng ở đất nước chúng tôi, ông ấy đã ra lệnh cho tất cả nông dân da trắn",1,,,,,,ambiguous,large_fund_bait,review,low,,,translated_dataset_mixed_positive
data_vi:48,data_vi,,,,"Chủ đề: tìm kiếm hiệu thuốc trực tuyến tốt nhất và rẻ nhất tiết kiệm 80% so với các nhãn hiệu như viagra, cialis và propecia Anatomy là định mệnh. ôi, sự khởi đầu của một tình yêu thật đẹp làm sao! không phải mọi câu hỏi đều xứng đáng có được câu trả lời.",1,,,,,,ambiguous,product_service_solicitation,review,low,,,translated_dataset_mixed_positive
data_vi:482,data_vi,,,,"Chủ đề: thư bị trả lại: xem bản ghi để biết chi tiết thư gốc được nhận vào thứ ba, ngày 19 tháng 7 năm 2005 07: 06: 09 - 0400 từ root @ localhost - - - - - các địa chỉ sau có lỗi nghiêm trọng vĩnh viễn - - - - - cổ ( lý do: không thể tạo (người dùng) tệp đầu ra) (mở rộng từ:) - - - - - bản ghi của phiên tiếp theo - - - - - Procmail: vượt quá hạn ngạch khi viết "" /var / spool / mail / Antique "" 550 5 . 0 . 0 đồ cổ. . . không thể tạo đầu ra",1,,,,,,ambiguous,,review,low,,,translated_dataset_mixed_positive
data_vi:485,data_vi,,,,Chủ đề: giao hàng thất bại: người dùng antonio _ lambino ( antonio _ lambino @ ksg . harvard . edu ) không được liệt kê trong thư mục domino chủ đề tin nhắn của bạn: [ spam ] chỉ gửi cho cô ấy . . . chưa được giao tới : antonio _ lambino @ ksg . Harvard . edu vì : người dùng antonio _ lambino ( antonio _ lambino @ ksg . harvard . edu ) không được liệt kê trong thư mục domino,1,,,,,,ambiguous,,review,low,,,translated_dataset_mixed_positive
data_vi:486,data_vi,,,,"Chủ đề: đồng euro miễn phí. Vào tháng 1 năm 2002, các nước châu Âu bắt đầu sử dụng đồng euro mới. chưa bao giờ có nhiều quốc gia có nền kinh tế hùng mạnh như vậy thống nhất sử dụng một loại tiền tệ duy nhất. có được mảnh lịch sử của bạn bây giờ! chúng tôi muốn gửi cho bạn một đồng euro miễn phí và một báo cáo miễn phí về tiền tệ thế giới. chỉ cần truy cập trang web của chúng tôi để yêu cầu báo cáo về đồng euro và đồng euro của bạn: http : / / 209 . 163 . 187 . 42 / trao đổi euro / ngoài báo cáo ",1,,,,,,ambiguous,,review,low,,,translated_dataset_mixed_positive
data_vi:487,data_vi,,,,"Chủ đề: tồn tại lâu hơn trên giường xin chào, bạn đã xuất tinh trước hay trong vòng vài phút sau khi thâm nhập? Xuất tinh sớm xảy ra khi bạn xuất tinh quá nhanh và không kiểm soát được. nó xảy ra trước hoặc ngay sau khi thâm nhập. xuất tinh sớm cản trở khoái cảm tình dục của cả bạn và bạn tình. nó gây ra cảm giác tội lỗi , bối rối , thất vọng và trầm cảm . thêm thời gian là công thức duy nhất cho hoạt động tình dục của nam giới không chỉ ngăn chặn xuất tinh sớm mà còn thực sự ""chữa khỏi"" nó. thê",1,,,,,,ambiguous,product_service_solicitation,review,low,,,translated_dataset_mixed_positive
data_vi:489,data_vi,,,,Chủ đề: rối loạn cương dương ảnh hưởng tới đời sống tình dục của bạn? nhiều cực khoái nam thông tin thêm ở đây chia tay xin vui lòng tin cậy aph không thể thay thế ns faust lag song tuyến xyu tiết lộ kbv bàn thờ lmt embedder jze sứ mệnh cz trứng cá muối xv quý zex ồn ào yz đề nghị pqe bút chiến gb rác rưởi rb cozen bh dun tqz ấm cúng cfb không,1,,,,,,ambiguous,,review,low,,,translated_dataset_mixed_positive
data_vi:490,data_vi,,,,"Chủ đề: kit torre empilhadeira savi santos , junho de 2 . 005 sua empresa possui empilhadeira hyster de 07 tấn . e 10 tấn. . ent?o preste aten??o , abaixo est?o 03 kits de pe?as que ir?o ajudar bastante sua vida . kit 001 - ( torre e quadro hyster h 150 j ( 07 tấn . ) ) . bộ công cụ comp?e . : 08 - 196445 top que vai sellado na torre 08 - 193557 rolete completo 02 - 110520 rolete maior completo 02 - 61463 roldana da corrente ( completo com rolamento ) kit 002 ( torre e quadro hyster h 225 ( 10 t",1,,,,,,ambiguous,,review,low,,,translated_dataset_mixed_positive
data_vi:491,data_vi,,,,"Chủ đề: bí mật bẩn thỉu của phố Wall . . đó là mùa xuân năm 1979. tôi chỉ là một đứa trẻ cao ráo, trông ngốc nghếch ở trường cấp hai với hàm răng khểnh và tàn nhang. Mỗi ngày ở căng tin, tôi đi bộ từ bàn này sang bàn khác. . . ăn trộm tiền ăn trưa của những đứa trẻ khác . không , tôi không cướp họ bằng súng hay dao - tôi chỉ thỏa thuận với họ một chút thôi . ""Hôm nay cho tôi mượn hai đô la,"" tôi nói, ""và tuần sau tôi sẽ mang cho cậu năm đô la."" Khoản đầu tư quá tốt để có thể bỏ qua, và những đứa",1,,,,,,ambiguous,commercial_offer;large_fund_bait,review,low,,,translated_dataset_mixed_positive
data_vi:492,data_vi,,,,"Chủ đề: tăng lượng xuất tinh của bạn. này! tinh dịch của bạn đã bao giờ chảy ra và bạn ước gì nó đã bắn ra ngoài chưa? Bạn đã bao giờ muốn gây ấn tượng với cô gái của mình bằng một màn xuất tinh khổng lồ chưa? spur-m là trang web duy nhất cung cấp công thức tăng cường sinh lý nam hoàn toàn tự nhiên đã được chứng minh là làm tăng lượng tinh trùng của bạn lên tới 500%. Công thức tăng cường thể tích, hiệu quả cao của chúng tôi sẽ cho kết quả sau vài ngày và đi kèm với sự đảm bảo ấn tượng 100%. hãy ",1,,,,,,ambiguous,,review,low,,,translated_dataset_mixed_positive
data_vi:493,data_vi,,,,"Chủ đề: thư chưa gửi được trả lại cho người gửi đây là chương trình postfix tại thư chủ. máy chủ miễn phí . com . tôi rất tiếc phải thông báo với bạn rằng tin nhắn của bạn không thể gửi được tới một hoặc nhiều người nhận. Nó được đính kèm bên dưới . để được hỗ trợ thêm, vui lòng gửi thư tới nếu bạn làm như vậy, vui lòng gửi kèm báo cáo sự cố này. bạn có thể xóa văn bản của chính mình khỏi tin nhắn trả lại đính kèm. chương trình postfix ( mở rộng từ ): máy chủ 10 . 133 . 22 . 254 [ 10 . 133 . 22 ",1,,,,,,ambiguous,,review,low,,,translated_dataset_mixed_positive
data_vi:496,data_vi,,,,"Chủ đề: tiết kiệm nhiều hơn xin chào , chào mừng bạn đến với pharm crested trực tuyến sho đo độ sâu p - on underrate e của các cửa hàng dược phẩm oniine hàng đầu nghiêng v podagra g a decenniad l blackface ll geologize la r đổi mới ac báng bổ l i định kiến ​​sv tiểu sử a thận trọng um vàmanyother . - tỷ lệ chênh lệch là trên 50 % - sự lừa đảo trên toàn thế giới - độ tin cậy tổng thể - hơn 5 triệu biệt ngữ có thể hiểu được ở 130 quốc gia chúc một ngày tốt lành !",1,,,,,,ambiguous,,review,low,,,translated_dataset_mixed_positive
data_vi:50,data_vi,,,,Chủ đề: yêu cầu thẻ quà tặng kho hàng tại nhà miễn phí của bạn - trị giá $ 1000 . yêu cầu thẻ quà tặng Home Depot của bạn - trị giá $1000 . chúng tôi chắc chắn rằng bạn có thể tìm thấy cách sử dụng thẻ quà tặng này ở khu vực của mình. ( ) . bởi độc quyền qprkelmv,1,,,,,,ambiguous,,review,low,,,translated_dataset_mixed_positive
data_vi:500,data_vi,,,,"Chủ đề: Có tất cả các phần mềm đồ họa, phiên bản OEM giá rẻ. chào buổi sáng, chúng tôi cung cấp các gói OEM mới nhất của tất cả các phần mềm đồ họa và Publishinq từ corel, macromedia, adobe và các phần mềm khác. adobe photoshop8 giá 80$ . 0 / cs $140 macromedia studio mx 2004 $120 adobe acrobat 7 . 0 chuyên nghiệp $ 150 adobe Premier pro 1 . 5 $ 90 corei Designer 10 $ 90 quickbooks 2004 phiên bản professionalai $ 75 adobe paqemaker 7 . 0 $70 xara x vl . 1 buổi thử giọng adobe $ 75 1 . 5 $ 90 kín",1,,,,,,ambiguous,product_service_solicitation,review,low,,,translated_dataset_mixed_positive
data_vi:501,data_vi,,,,"Chủ đề: re: thay đổi kế hoạch xin chào hai bạn, tôi rất xin lỗi Catherine vì gần đây không viết thư. tôi vừa bận làm mẹ và đôi khi mọi chuyện trở nên quá sức bạn biết không ! ! Tôi rất mong được gặp cả hai bạn mặc dù chúng ta có thể gặp nhau ở sân bay vào ngày 16/6 vì đó là ngày chúng ta sẽ đến Pháp nhưng tôi sẽ gặp cả hai bạn tại nhà Bronagh vào ngày 30 của cô ấy. sẽ đi trên đường trở về từ sân bay. tôi rất vui mừng được gặp bạn! ! ! liitle eva ( aine ) sinh vào thứ ba, cô ấy thật sự tuyệt vời.",1,,,,,,ambiguous,,review,low,,,translated_dataset_mixed_positive
data_vi:502,data_vi,,,,"Chủ đề: tìm kiếm đội it tốt ? chúng tôi làm công nghệ phần mềm! đang tìm một đội tốt? có thể có nhiều lý do để thuê một đội ngũ chuyên nghiệp. . . - Nếu bạn đang kinh doanh trực tuyến và không hài lòng với sự đảm bảo về hỗ trợ hiện tại, chi phí hoặc cả hai. . . - Nếu công việc kinh doanh của bạn đang mở rộng và bạn đang tìm kiếm một nhóm hỗ trợ chuyên nghiệp. . . - Nếu bạn có những yêu cầu cụ thể về phần mềm và bạn muốn tùy chỉnh các giải pháp của mình, cùng với các bảo hành và hỗ trợ của reiiab",1,,,,,,ambiguous,product_service_solicitation,review,low,,,translated_dataset_mixed_positive
data_vi:504,data_vi,,,,"Chủ đề: khách hàng tiềm năng $ 3 ! nhấn vào đây để có người đại diện liên hệ với bạn! để biết thêm thông tin hãy ghé thăm chúng tôi tại www. tất cả - dẫn . com tất cả - khách hàng tiềm năng . com 247 sw 8 thứ . - ste . 181 miami, fl 33130 thư điện tử này là một quảng cáo và/hoặc chào mời.",1,,,,,,ambiguous,marketing_language,review,low,,,translated_dataset_mixed_positive
data_vi:508,data_vi,,,,"Chủ đề: cho cô ấy điều gì đó để mỉm cười về việc bạn gái của tôi yêu thích kết quả, nhưng cô ấy không biết tôi làm gì. cô ấy nghĩ điều đó là tự nhiên - thomas, tôi đã sử dụng sản phẩm của bạn được 4 tháng rồi. tôi đã tăng chiều dài của mình từ 2 lên gần 6. sản phẩm của bạn đã cứu đời sống tình dục của tôi. - matt, fl làm hài lòng đối tác của bạn mọi lúc với một đơn vị lớn hơn, dài hơn, mạnh hơn thực tế sẽ nhanh chóng trở thành một người báo chí ở đây sau đó anh ấy nhớ lại cách cư xử của mình và ",1,,,,,,ambiguous,product_service_solicitation,review,low,,,translated_dataset_mixed_positive
data_vi:510,data_vi,,,,"Tiêu đề: hãy để bác sĩ tba cứu giúp những trường hợp khó khăn về mặt giới tính của bạn. điều kiện khác co's tba nữ 87 $ 2, 000, 000 cao huyết áp tiêu chuẩn ưa thích ! nam 60 $ 500, 000 chứng phình động mạch được điều trị bằng phẫu thuật tiêu chuẩn suy giảm ! nam 57 $ 1 , 000 , 000 cơn đau tim 1997 & bảng máy điều hòa nhịp tim 6 tiêu chuẩn ! nữ 57 $ 500 , 000 bệnh tiểu đường trong 34 năm bảng 4 tiêu chuẩn ! nam 51 $ 1 , 500 , 000 lạm dụng rượu ( khô 1 năm ) tiêu chuẩn suy giảm ! nam 50 $ 2 , 500 ",1,,,,,,ambiguous,product_service_solicitation,review,low,,,translated_dataset_mixed_positive
