challenge_id,challenge_family_id,label,language,source,data_origin,label_provenance,length_bucket,token_count,subject,body,original_text,content_hash,template_hash,ml_prediction,ml_confidence,class_probabilities_json,detected_language,security_finding_codes,security_finding_descriptions,risk_score,risk_level,recommended_action,prediction_correct,security_signal_present_on_ml_miss,ml_normal_with_promotional_signal,error_taxonomy
challenge_vi_normal_03_normal_length,vi_normal_03,normal,vi,controlled_short_form_challenge,synthetic_challenge,scenario_definition,normal_length,175,Lịch học ngày mai,"Buổi học ngày mai bắt đầu lúc chín giờ tại phòng B204. Tin nhắn này tiếp nối trao đổi hiện có và không yêu cầu mật khẩu, thanh toán hoặc thao tác tài khoản. Bạn có thể đọc khi thuận tiện và chỉ cần phản hồi nếu lịch hoặc thông tin thực tế cần chỉnh sửa. Tài liệu được nhắc đến vẫn nằm ở vị trí chia sẻ thông thường của nhóm. Không cần truy cập trang đăng nhập bên ngoài và không có hạn chót ngoài lịch dự án thông thường. Người gửi cung cấp thông tin vận hành định kỳ để người nhận cập nhật hồ sơ của mình. Tin nhắn này tiếp nối trao đổi hiện có và không yêu cầu mật khẩu, thanh toán hoặc thao tác tài khoản. Bạn có thể đọc khi thuận tiện và chỉ cần phản hồi nếu lịch hoặc thông tin thực tế cần chỉnh sửa. Tài liệu được nhắc đến vẫn nằm ở vị trí chia sẻ thông thường của nhóm.","Lịch học ngày mai
Buổi học ngày mai bắt đầu lúc chín giờ tại phòng B204. Tin nhắn này tiếp nối trao đổi hiện có và không yêu cầu mật khẩu, thanh toán hoặc thao tác tài khoản. Bạn có thể đọc khi thuận tiện và chỉ cần phản hồi nếu lịch hoặc thông tin thực tế cần chỉnh sửa. Tài liệu được nhắc đến vẫn nằm ở vị trí chia sẻ thông thường của nhóm. Không cần truy cập trang đăng nhập bên ngoài và không có hạn chót ngoài lịch dự án thông thường. Người gửi cung cấp thông tin vận hành định kỳ để người nhận cập nhật hồ sơ của mình. Tin nhắn này tiếp nối trao đổi hiện có và không yêu cầu mật khẩu, thanh toán hoặc thao tác tài khoản. Bạn có thể đọc khi thuận tiện và chỉ cần phản hồi nếu lịch hoặc thông tin thực tế cần chỉnh sửa. Tài liệu được nhắc đến vẫn nằm ở vị trí chia sẻ thông thường của nhóm.",3870ac22c6c26a7695d20f2d8d7581607c28d6a28a52c65f22376b55fc6d6bf8,3870ac22c6c26a7695d20f2d8d7581607c28d6a28a52c65f22376b55fc6d6bf8,normal,0.7465350477,"{""normal"": 0.7465350476768594, ""phishing"": 0.2534543965681545, ""spam"": 1.055575498610489e-05}",vi,credential_request,Vietnamese credential or identity-verification language was detected.,23,LOW,REVIEW,true,false,false,
challenge_vi_normal_04_very_short,vi_normal_04,normal,vi,controlled_short_form_challenge,synthetic_challenge,scenario_definition,very_short,16,Ghi chú dự án,Tôi đã thêm các chỉnh sửa được duyệt vào tài liệu chung.,"Ghi chú dự án
Tôi đã thêm các chỉnh sửa được duyệt vào tài liệu chung.",a50bf83dde73e551ff86734ef781c1b44e48333f93101611e432e89c8b27c2b1,a50bf83dde73e551ff86734ef781c1b44e48333f93101611e432e89c8b27c2b1,normal,0.9753842254,"{""normal"": 0.9753842253985807, ""phishing"": 0.024592147848530557, ""spam"": 2.362675288866924e-05}",vi,,,1,LOW,ALLOW,true,false,false,
challenge_vi_normal_04_short,vi_normal_04,normal,vi,controlled_short_form_challenge,synthetic_challenge,scenario_definition,short,60,Ghi chú dự án,"Tôi đã thêm các chỉnh sửa được duyệt vào tài liệu chung. Tin nhắn này tiếp nối trao đổi hiện có và không yêu cầu mật khẩu, thanh toán hoặc thao tác tài khoản. Bạn có thể đọc khi thuận tiện và chỉ cần phản hồi nếu lịch hoặc thông tin thực tế cần chỉnh sửa.","Ghi chú dự án
Tôi đã thêm các chỉnh sửa được duyệt vào tài liệu chung. Tin nhắn này tiếp nối trao đổi hiện có và không yêu cầu mật khẩu, thanh toán hoặc thao tác tài khoản. Bạn có thể đọc khi thuận tiện và chỉ cần phản hồi nếu lịch hoặc thông tin thực tế cần chỉnh sửa.",9a87ab463af0d5cd95ad3a3ea3209f299061339c37cec4f019ac31d62d1dcea5,9a87ab463af0d5cd95ad3a3ea3209f299061339c37cec4f019ac31d62d1dcea5,normal,0.924922082,"{""normal"": 0.9249220819585552, ""phishing"": 0.07506637966501206, ""spam"": 1.1538376432734307e-05}",vi,credential_request,Vietnamese credential or identity-verification language was detected.,15,LOW,REVIEW,true,false,false,
challenge_vi_normal_04_normal_length,vi_normal_04,normal,vi,controlled_short_form_challenge,synthetic_challenge,scenario_definition,normal_length,175,Ghi chú dự án,"Tôi đã thêm các chỉnh sửa được duyệt vào tài liệu chung. Tin nhắn này tiếp nối trao đổi hiện có và không yêu cầu mật khẩu, thanh toán hoặc thao tác tài khoản. Bạn có thể đọc khi thuận tiện và chỉ cần phản hồi nếu lịch hoặc thông tin thực tế cần chỉnh sửa. Tài liệu được nhắc đến vẫn nằm ở vị trí chia sẻ thông thường của nhóm. Không cần truy cập trang đăng nhập bên ngoài và không có hạn chót ngoài lịch dự án thông thường. Người gửi cung cấp thông tin vận hành định kỳ để người nhận cập nhật hồ sơ của mình. Tin nhắn này tiếp nối trao đổi hiện có và không yêu cầu mật khẩu, thanh toán hoặc thao tác tài khoản. Bạn có thể đọc khi thuận tiện và chỉ cần phản hồi nếu lịch hoặc thông tin thực tế cần chỉnh sửa. Tài liệu được nhắc đến vẫn nằm ở vị trí chia sẻ thông thường của nhóm.","Ghi chú dự án
Tôi đã thêm các chỉnh sửa được duyệt vào tài liệu chung. Tin nhắn này tiếp nối trao đổi hiện có và không yêu cầu mật khẩu, thanh toán hoặc thao tác tài khoản. Bạn có thể đọc khi thuận tiện và chỉ cần phản hồi nếu lịch hoặc thông tin thực tế cần chỉnh sửa. Tài liệu được nhắc đến vẫn nằm ở vị trí chia sẻ thông thường của nhóm. Không cần truy cập trang đăng nhập bên ngoài và không có hạn chót ngoài lịch dự án thông thường. Người gửi cung cấp thông tin vận hành định kỳ để người nhận cập nhật hồ sơ của mình. Tin nhắn này tiếp nối trao đổi hiện có và không yêu cầu mật khẩu, thanh toán hoặc thao tác tài khoản. Bạn có thể đọc khi thuận tiện và chỉ cần phản hồi nếu lịch hoặc thông tin thực tế cần chỉnh sửa. Tài liệu được nhắc đến vẫn nằm ở vị trí chia sẻ thông thường của nhóm.",a9a15ce463457ce538cbeee8ac9f0b9a972847a8f78651a0f4e213def28aced4,a9a15ce463457ce538cbeee8ac9f0b9a972847a8f78651a0f4e213def28aced4,normal,0.6221586419,"{""normal"": 0.622158641944638, ""phishing"": 0.3778383622086032, ""spam"": 2.9958467589810807e-06}",vi,credential_request,Vietnamese credential or identity-verification language was detected.,29,LOW,REVIEW,true,false,false,
challenge_vi_normal_05_very_short,vi_normal_05,normal,vi,controlled_short_form_challenge,synthetic_challenge,scenario_definition,very_short,15,Kế hoạch ăn tối,Bữa tối được xác nhận vào bảy giờ tối thứ Bảy.,"Kế hoạch ăn tối
Bữa tối được xác nhận vào bảy giờ tối thứ Bảy.",c573320933c1e63a7f840068c9a8d5fd99d90c61acfdf4a859d93c629427adfc,c573320933c1e63a7f840068c9a8d5fd99d90c61acfdf4a859d93c629427adfc,normal,0.9933867847,"{""normal"": 0.9933867846954889, ""phishing"": 0.004597716221254726, ""spam"": 0.0020154990832563905}",vi,,,0,LOW,ALLOW,true,false,false,
challenge_vi_normal_05_short,vi_normal_05,normal,vi,controlled_short_form_challenge,synthetic_challenge,scenario_definition,short,59,Kế hoạch ăn tối,"Bữa tối được xác nhận vào bảy giờ tối thứ Bảy. Tin nhắn này tiếp nối trao đổi hiện có và không yêu cầu mật khẩu, thanh toán hoặc thao tác tài khoản. Bạn có thể đọc khi thuận tiện và chỉ cần phản hồi nếu lịch hoặc thông tin thực tế cần chỉnh sửa.","Kế hoạch ăn tối
Bữa tối được xác nhận vào bảy giờ tối thứ Bảy. Tin nhắn này tiếp nối trao đổi hiện có và không yêu cầu mật khẩu, thanh toán hoặc thao tác tài khoản. Bạn có thể đọc khi thuận tiện và chỉ cần phản hồi nếu lịch hoặc thông tin thực tế cần chỉnh sửa.",dbfc461317d8d215f258e6112a0b4daf1e636c2e1d5040fefea8b81b13241dea,dbfc461317d8d215f258e6112a0b4daf1e636c2e1d5040fefea8b81b13241dea,normal,0.9580661136,"{""normal"": 0.9580661135598753, ""phishing"": 0.04183500109553063, ""spam"": 9.888534459413483e-05}",vi,credential_request,Vietnamese credential or identity-verification language was detected.,14,LOW,REVIEW,true,false,false,
challenge_vi_normal_05_normal_length,vi_normal_05,normal,vi,controlled_short_form_challenge,synthetic_challenge,scenario_definition,normal_length,174,Kế hoạch ăn tối,"Bữa tối được xác nhận vào bảy giờ tối thứ Bảy. Tin nhắn này tiếp nối trao đổi hiện có và không yêu cầu mật khẩu, thanh toán hoặc thao tác tài khoản. Bạn có thể đọc khi thuận tiện và chỉ cần phản hồi nếu lịch hoặc thông tin thực tế cần chỉnh sửa. Tài liệu được nhắc đến vẫn nằm ở vị trí chia sẻ thông thường của nhóm. Không cần truy cập trang đăng nhập bên ngoài và không có hạn chót ngoài lịch dự án thông thường. Người gửi cung cấp thông tin vận hành định kỳ để người nhận cập nhật hồ sơ của mình. Tin nhắn này tiếp nối trao đổi hiện có và không yêu cầu mật khẩu, thanh toán hoặc thao tác tài khoản. Bạn có thể đọc khi thuận tiện và chỉ cần phản hồi nếu lịch hoặc thông tin thực tế cần chỉnh sửa. Tài liệu được nhắc đến vẫn nằm ở vị trí chia sẻ thông thường của nhóm.","Kế hoạch ăn tối
Bữa tối được xác nhận vào bảy giờ tối thứ Bảy. Tin nhắn này tiếp nối trao đổi hiện có và không yêu cầu mật khẩu, thanh toán hoặc thao tác tài khoản. Bạn có thể đọc khi thuận tiện và chỉ cần phản hồi nếu lịch hoặc thông tin thực tế cần chỉnh sửa. Tài liệu được nhắc đến vẫn nằm ở vị trí chia sẻ thông thường của nhóm. Không cần truy cập trang đăng nhập bên ngoài và không có hạn chót ngoài lịch dự án thông thường. Người gửi cung cấp thông tin vận hành định kỳ để người nhận cập nhật hồ sơ của mình. Tin nhắn này tiếp nối trao đổi hiện có và không yêu cầu mật khẩu, thanh toán hoặc thao tác tài khoản. Bạn có thể đọc khi thuận tiện và chỉ cần phản hồi nếu lịch hoặc thông tin thực tế cần chỉnh sửa. Tài liệu được nhắc đến vẫn nằm ở vị trí chia sẻ thông thường của nhóm.",dd308534499b67cf76744d0fc11628d4c4cf3555caf090029484aff024857856,dd308534499b67cf76744d0fc11628d4c4cf3555caf090029484aff024857856,normal,0.628245083,"{""normal"": 0.6282450830088906, ""phishing"": 0.3717473262034607, ""spam"": 7.590787648656661e-06}",vi,credential_request,Vietnamese credential or identity-verification language was detected.,29,LOW,REVIEW,true,false,false,
challenge_en_spam_01_very_short,en_spam_01,spam,en,controlled_short_form_challenge,synthetic_challenge,scenario_definition,very_short,11,70% OFF Today,Huge discount today. Shop now and unsubscribe anytime.,"70% OFF Today
Huge discount today. Shop now and unsubscribe anytime.",ba83d930afd923aeadfc8bcef3d831a7f7984cfe9acb53849e53afc0a85884a3,ba83d930afd923aeadfc8bcef3d831a7f7984cfe9acb53849e53afc0a85884a3,normal,0.747105596,"{""normal"": 0.7471055959821152, ""phishing"": 0.00023217139175222073, ""spam"": 0.25266223262613247}",unknown,commercial_promotion,"Commercial, promotional, or marketing language was detected.",8,LOW,REVIEW,false,true,true,short promotional miss
challenge_en_spam_01_short,en_spam_01,spam,en,controlled_short_form_challenge,synthetic_challenge,scenario_definition,short,68,70% OFF Today,"Huge discount today. Shop now and unsubscribe anytime. This bulk promotional message advertises products and paid services to a broad mailing list. The commercial campaign highlights sale prices, a limited-time discount, and a repeated invitation to shop now. Recipients can browse additional packages, compare promotional bundles, and purchase an upgraded plan. This bulk promotional message advertises products and paid services to a broad mailing list.","70% OFF Today
Huge discount today. Shop now and unsubscribe anytime. This bulk promotional message advertises products and paid services to a broad mailing list. The commercial campaign highlights sale prices, a limited-time discount, and a repeated invitation to shop now. Recipients can browse additional packages, compare promotional bundles, and purchase an upgraded plan. This bulk promotional message advertises products and paid services to a broad mailing list.",46dc93ee357ecf191721ee7611ab203a3325e9152bd69ae25c4c89fa442cb30b,46dc93ee357ecf191721ee7611ab203a3325e9152bd69ae25c4c89fa442cb30b,spam,0.979373145,"{""normal"": 0.018547038659097986, ""phishing"": 0.0020798163425872983, ""spam"": 0.9793731449983147}",en,commercial_promotion,"Commercial, promotional, or marketing language was detected.",20,LOW,MOVE_TO_SPAM,true,false,false,
challenge_en_spam_01_normal_length,en_spam_01,spam,en,controlled_short_form_challenge,synthetic_challenge,scenario_definition,normal_length,179,70% OFF Today,"Huge discount today. Shop now and unsubscribe anytime. This bulk promotional message advertises products and paid services to a broad mailing list. The commercial campaign highlights sale prices, a limited-time discount, and a repeated invitation to shop now. Recipients can browse additional packages, compare promotional bundles, and purchase an upgraded plan. The newsletter describes seasonal offers and includes marketing language intended to generate sales. An unsubscribe option is provided for recipients who no longer want commercial announcements. This bulk promotional message advertises products and paid services to a broad mailing list. The commercial campaign highlights sale prices, a limited-time discount, and a repeated invitation to shop now. Recipients can browse additional packages, compare promotional bundles, and purchase an upgraded plan. The newsletter describes seasonal offers and includes marketing language intended to generate sales. An unsubscribe option is provided for recipients who no longer want commercial announcements. This bulk promotional message advertises products and paid services to a broad mailing list. The commercial campaign highlights sale prices, a limited-time discount, and a repeated invitation to shop now.","70% OFF Today
Huge discount today. Shop now and unsubscribe anytime. This bulk promotional message advertises products and paid services to a broad mailing list. The commercial campaign highlights sale prices, a limited-time discount, and a repeated invitation to shop now. Recipients can browse additional packages, compare promotional bundles, and purchase an upgraded plan. The newsletter describes seasonal offers and includes marketing language intended to generate sales. An unsubscribe option is provided for recipients who no longer want commercial announcements. This bulk promotional message advertises products and paid services to a broad mailing list. The commercial campaign highlights sale prices, a limited-time discount, and a repeated invitation to shop now. Recipients can browse additional packages, compare promotional bundles, and purchase an upgraded plan. The newsletter describes seasonal offers and includes marketing language intended to generate sales. An unsubscribe option is provided for recipients who no longer want commercial announcements. This bulk promotional message advertises products and paid services to a broad mailing list. The commercial campaign highlights sale prices, a limited-time discount, and a repeated invitation to shop now.",807c9f901fa58b738729d1a43c402ccceb5cda6d3b5d393d5b5b191b3153362a,807c9f901fa58b738729d1a43c402ccceb5cda6d3b5d393d5b5b191b3153362a,spam,0.8183235883,"{""normal"": 0.1812015025216063, ""phishing"": 0.0004749091514662271, ""spam"": 0.8183235883269274}",en,commercial_promotion,"Commercial, promotional, or marketing language was detected.",18,LOW,MOVE_TO_SPAM,true,false,false,
challenge_en_spam_02_very_short,en_spam_02,spam,en,controlled_short_form_challenge,synthetic_challenge,scenario_definition,very_short,12,Software special offer,Buy our productivity package today at a promotional price.,"Software special offer
Buy our productivity package today at a promotional price.",272e40079aaed365cdb689ca84ffaac18c5366a5cd3eb77915cae563e335d6ac,272e40079aaed365cdb689ca84ffaac18c5366a5cd3eb77915cae563e335d6ac,spam,0.7990092768,"{""normal"": 0.20088057379360613, ""phishing"": 0.00011014942417295053, ""spam"": 0.799009276782221}",en,commercial_promotion,"Commercial, promotional, or marketing language was detected.",18,LOW,MOVE_TO_SPAM,true,false,false,
challenge_en_spam_02_short,en_spam_02,spam,en,controlled_short_form_challenge,synthetic_challenge,scenario_definition,short,69,Software special offer,"Buy our productivity package today at a promotional price. This bulk promotional message advertises products and paid services to a broad mailing list. The commercial campaign highlights sale prices, a limited-time discount, and a repeated invitation to shop now. Recipients can browse additional packages, compare promotional bundles, and purchase an upgraded plan. This bulk promotional message advertises products and paid services to a broad mailing list.","Software special offer
Buy our productivity package today at a promotional price. This bulk promotional message advertises products and paid services to a broad mailing list. The commercial campaign highlights sale prices, a limited-time discount, and a repeated invitation to shop now. Recipients can browse additional packages, compare promotional bundles, and purchase an upgraded plan. This bulk promotional message advertises products and paid services to a broad mailing list.",8cf1d6a4dca9aeef7181f91a538766defeb5a5a4b03945cbba3df1a5b1129054,8cf1d6a4dca9aeef7181f91a538766defeb5a5a4b03945cbba3df1a5b1129054,spam,0.9887114858,"{""normal"": 0.00974886478658617, ""phishing"": 0.0015396494233834237, ""spam"": 0.9887114857900305}",en,commercial_promotion,"Commercial, promotional, or marketing language was detected.",20,LOW,MOVE_TO_SPAM,true,false,false,
challenge_en_spam_02_normal_length,en_spam_02,spam,en,controlled_short_form_challenge,synthetic_challenge,scenario_definition,normal_length,180,Software special offer,"Buy our productivity package today at a promotional price. This bulk promotional message advertises products and paid services to a broad mailing list. The commercial campaign highlights sale prices, a limited-time discount, and a repeated invitation to shop now. Recipients can browse additional packages, compare promotional bundles, and purchase an upgraded plan. The newsletter describes seasonal offers and includes marketing language intended to generate sales. An unsubscribe option is provided for recipients who no longer want commercial announcements. This bulk promotional message advertises products and paid services to a broad mailing list. The commercial campaign highlights sale prices, a limited-time discount, and a repeated invitation to shop now. Recipients can browse additional packages, compare promotional bundles, and purchase an upgraded plan. The newsletter describes seasonal offers and includes marketing language intended to generate sales. An unsubscribe option is provided for recipients who no longer want commercial announcements. This bulk promotional message advertises products and paid services to a broad mailing list. The commercial campaign highlights sale prices, a limited-time discount, and a repeated invitation to shop now.","Software special offer
Buy our productivity package today at a promotional price. This bulk promotional message advertises products and paid services to a broad mailing list. The commercial campaign highlights sale prices, a limited-time discount, and a repeated invitation to shop now. Recipients can browse additional packages, compare promotional bundles, and purchase an upgraded plan. The newsletter describes seasonal offers and includes marketing language intended to generate sales. An unsubscribe option is provided for recipients who no longer want commercial announcements. This bulk promotional message advertises products and paid services to a broad mailing list. The commercial campaign highlights sale prices, a limited-time discount, and a repeated invitation to shop now. Recipients can browse additional packages, compare promotional bundles, and purchase an upgraded plan. The newsletter describes seasonal offers and includes marketing language intended to generate sales. An unsubscribe option is provided for recipients who no longer want commercial announcements. This bulk promotional message advertises products and paid services to a broad mailing list. The commercial campaign highlights sale prices, a limited-time discount, and a repeated invitation to shop now.",59d0413cf43e37339cd56fbb2e905ee9a4bdf693cdc8ad0aebc98c185e2f541d,59d0413cf43e37339cd56fbb2e905ee9a4bdf693cdc8ad0aebc98c185e2f541d,spam,0.889016718,"{""normal"": 0.11061467109198185, ""phishing"": 0.00036861086772198596, ""spam"": 0.8890167180402962}",en,commercial_promotion,"Commercial, promotional, or marketing language was detected.",19,LOW,MOVE_TO_SPAM,true,false,false,
challenge_en_spam_03_very_short,en_spam_03,spam,en,controlled_short_form_challenge,synthetic_challenge,scenario_definition,very_short,11,Travel sale,Book this limited-time travel offer and save 60 percent.,"Travel sale
Book this limited-time travel offer and save 60 percent.",88a874447e62ee394f5e15488dd71766e7c7ed5e68e954db4698a009e2597db1,88a874447e62ee394f5e15488dd71766e7c7ed5e68e954db4698a009e2597db1,normal,0.9567862594,"{""normal"": 0.9567862594419412, ""phishing"": 7.258214119924205e-05, ""spam"": 0.043141158416859664}",en,commercial_promotion,"Commercial, promotional, or marketing language was detected.",6,LOW,REVIEW,false,true,true,short promotional miss|confidence overestimation
challenge_en_spam_03_short,en_spam_03,spam,en,controlled_short_form_challenge,synthetic_challenge,scenario_definition,short,68,Travel sale,"Book this limited-time travel offer and save 60 percent. This bulk promotional message advertises products and paid services to a broad mailing list. The commercial campaign highlights sale prices, a limited-time discount, and a repeated invitation to shop now. Recipients can browse additional packages, compare promotional bundles, and purchase an upgraded plan. This bulk promotional message advertises products and paid services to a broad mailing list.","Travel sale
Book this limited-time travel offer and save 60 percent. This bulk promotional message advertises products and paid services to a broad mailing list. The commercial campaign highlights sale prices, a limited-time discount, and a repeated invitation to shop now. Recipients can browse additional packages, compare promotional bundles, and purchase an upgraded plan. This bulk promotional message advertises products and paid services to a broad mailing list.",cb6cb95f9d007dcc0bbef3484c79ff025185399fa6d68f47cc59ec57dcdaba44,cb6cb95f9d007dcc0bbef3484c79ff025185399fa6d68f47cc59ec57dcdaba44,spam,0.946297029,"{""normal"": 0.052595383181607495, ""phishing"": 0.0011075877979821493, ""spam"": 0.9462970290204102}",en,commercial_promotion,"Commercial, promotional, or marketing language was detected.",19,LOW,MOVE_TO_SPAM,true,false,false,
challenge_en_spam_03_normal_length,en_spam_03,spam,en,controlled_short_form_challenge,synthetic_challenge,scenario_definition,normal_length,179,Travel sale,"Book this limited-time travel offer and save 60 percent. This bulk promotional message advertises products and paid services to a broad mailing list. The commercial campaign highlights sale prices, a limited-time discount, and a repeated invitation to shop now. Recipients can browse additional packages, compare promotional bundles, and purchase an upgraded plan. The newsletter describes seasonal offers and includes marketing language intended to generate sales. An unsubscribe option is provided for recipients who no longer want commercial announcements. This bulk promotional message advertises products and paid services to a broad mailing list. The commercial campaign highlights sale prices, a limited-time discount, and a repeated invitation to shop now. Recipients can browse additional packages, compare promotional bundles, and purchase an upgraded plan. The newsletter describes seasonal offers and includes marketing language intended to generate sales. An unsubscribe option is provided for recipients who no longer want commercial announcements. This bulk promotional message advertises products and paid services to a broad mailing list. The commercial campaign highlights sale prices, a limited-time discount, and a repeated invitation to shop now.","Travel sale
Book this limited-time travel offer and save 60 percent. This bulk promotional message advertises products and paid services to a broad mailing list. The commercial campaign highlights sale prices, a limited-time discount, and a repeated invitation to shop now. Recipients can browse additional packages, compare promotional bundles, and purchase an upgraded plan. The newsletter describes seasonal offers and includes marketing language intended to generate sales. An unsubscribe option is provided for recipients who no longer want commercial announcements. This bulk promotional message advertises products and paid services to a broad mailing list. The commercial campaign highlights sale prices, a limited-time discount, and a repeated invitation to shop now. Recipients can browse additional packages, compare promotional bundles, and purchase an upgraded plan. The newsletter describes seasonal offers and includes marketing language intended to generate sales. An unsubscribe option is provided for recipients who no longer want commercial announcements. This bulk promotional message advertises products and paid services to a broad mailing list. The commercial campaign highlights sale prices, a limited-time discount, and a repeated invitation to shop now.",25235ea83e7ed4053d8dd17e3fa755d5ec5782db7fc8f5e8e77981256b364255,25235ea83e7ed4053d8dd17e3fa755d5ec5782db7fc8f5e8e77981256b364255,spam,0.7808366244,"{""normal"": 0.21885992934066903, ""phishing"": 0.0003034462750849991, ""spam"": 0.7808366243842461}",en,commercial_promotion,"Commercial, promotional, or marketing language was detected.",17,LOW,MOVE_TO_SPAM,true,false,false,
challenge_en_spam_04_very_short,en_spam_04,spam,en,controlled_short_form_challenge,synthetic_challenge,scenario_definition,very_short,11,Marketing webinar,Register for our commercial webinar and explore paid services.,"Marketing webinar
Register for our commercial webinar and explore paid services.",fac06ff010d093e2e32b2c13c02d2e1d1ca0c8891f5e6e5340938976f2ea2704,fac06ff010d093e2e32b2c13c02d2e1d1ca0c8891f5e6e5340938976f2ea2704,normal,0.925662107,"{""normal"": 0.9256621069700822, ""phishing"": 0.03761777829972266, ""spam"": 0.03672011473019518}",en,,,2,LOW,ALLOW,false,false,false,short promotional miss|confidence overestimation
challenge_en_spam_04_short,en_spam_04,spam,en,controlled_short_form_challenge,synthetic_challenge,scenario_definition,short,68,Marketing webinar,"Register for our commercial webinar and explore paid services. This bulk promotional message advertises products and paid services to a broad mailing list. The commercial campaign highlights sale prices, a limited-time discount, and a repeated invitation to shop now. Recipients can browse additional packages, compare promotional bundles, and purchase an upgraded plan. This bulk promotional message advertises products and paid services to a broad mailing list.","Marketing webinar
Register for our commercial webinar and explore paid services. This bulk promotional message advertises products and paid services to a broad mailing list. The commercial campaign highlights sale prices, a limited-time discount, and a repeated invitation to shop now. Recipients can browse additional packages, compare promotional bundles, and purchase an upgraded plan. This bulk promotional message advertises products and paid services to a broad mailing list.",fad8f275724934679094281042d83d04e8b3cee8cb48dd8b379bcfe3d96d8989,fad8f275724934679094281042d83d04e8b3cee8cb48dd8b379bcfe3d96d8989,spam,0.9764341567,"{""normal"": 0.016459381439896635, ""phishing"": 0.007106461855561767, ""spam"": 0.9764341567045417}",en,commercial_promotion,"Commercial, promotional, or marketing language was detected.",20,LOW,MOVE_TO_SPAM,true,false,false,
challenge_en_spam_04_normal_length,en_spam_04,spam,en,controlled_short_form_challenge,synthetic_challenge,scenario_definition,normal_length,179,Marketing webinar,"Register for our commercial webinar and explore paid services. This bulk promotional message advertises products and paid services to a broad mailing list. The commercial campaign highlights sale prices, a limited-time discount, and a repeated invitation to shop now. Recipients can browse additional packages, compare promotional bundles, and purchase an upgraded plan. The newsletter describes seasonal offers and includes marketing language intended to generate sales. An unsubscribe option is provided for recipients who no longer want commercial announcements. This bulk promotional message advertises products and paid services to a broad mailing list. The commercial campaign highlights sale prices, a limited-time discount, and a repeated invitation to shop now. Recipients can browse additional packages, compare promotional bundles, and purchase an upgraded plan. The newsletter describes seasonal offers and includes marketing language intended to generate sales. An unsubscribe option is provided for recipients who no longer want commercial announcements. This bulk promotional message advertises products and paid services to a broad mailing list. The commercial campaign highlights sale prices, a limited-time discount, and a repeated invitation to shop now.","Marketing webinar
Register for our commercial webinar and explore paid services. This bulk promotional message advertises products and paid services to a broad mailing list. The commercial campaign highlights sale prices, a limited-time discount, and a repeated invitation to shop now. Recipients can browse additional packages, compare promotional bundles, and purchase an upgraded plan. The newsletter describes seasonal offers and includes marketing language intended to generate sales. An unsubscribe option is provided for recipients who no longer want commercial announcements. This bulk promotional message advertises products and paid services to a broad mailing list. The commercial campaign highlights sale prices, a limited-time discount, and a repeated invitation to shop now. Recipients can browse additional packages, compare promotional bundles, and purchase an upgraded plan. The newsletter describes seasonal offers and includes marketing language intended to generate sales. An unsubscribe option is provided for recipients who no longer want commercial announcements. This bulk promotional message advertises products and paid services to a broad mailing list. The commercial campaign highlights sale prices, a limited-time discount, and a repeated invitation to shop now.",5b5a323f4c1c06f05ba8b9ef9b1b83296e5866af35b76e442ac069514bf7ae45,5b5a323f4c1c06f05ba8b9ef9b1b83296e5866af35b76e442ac069514bf7ae45,spam,0.8306649183,"{""normal"": 0.16848722388003434, ""phishing"": 0.000847857771622687, ""spam"": 0.8306649183483429}",en,commercial_promotion,"Commercial, promotional, or marketing language was detected.",18,LOW,MOVE_TO_SPAM,true,false,false,
challenge_en_spam_05_very_short,en_spam_05,spam,en,controlled_short_form_challenge,synthetic_challenge,scenario_definition,very_short,12,Home products promotion,Sale prices are available now on selected home products.,"Home products promotion
Sale prices are available now on selected home products.",46c5908866952c0e38940735ef42b04fa4d256bea29f4e09d4ea364580184ba1,46c5908866952c0e38940735ef42b04fa4d256bea29f4e09d4ea364580184ba1,normal,0.9566082016,"{""normal"": 0.9566082016024667, ""phishing"": 0.00027864637677369353, ""spam"": 0.04311315202075948}",en,commercial_promotion,"Commercial, promotional, or marketing language was detected.",6,LOW,REVIEW,false,true,true,short promotional miss|confidence overestimation
challenge_en_spam_05_short,en_spam_05,spam,en,controlled_short_form_challenge,synthetic_challenge,scenario_definition,short,69,Home products promotion,"Sale prices are available now on selected home products. This bulk promotional message advertises products and paid services to a broad mailing list. The commercial campaign highlights sale prices, a limited-time discount, and a repeated invitation to shop now. Recipients can browse additional packages, compare promotional bundles, and purchase an upgraded plan. This bulk promotional message advertises products and paid services to a broad mailing list.","Home products promotion
Sale prices are available now on selected home products. This bulk promotional message advertises products and paid services to a broad mailing list. The commercial campaign highlights sale prices, a limited-time discount, and a repeated invitation to shop now. Recipients can browse additional packages, compare promotional bundles, and purchase an upgraded plan. This bulk promotional message advertises products and paid services to a broad mailing list.",7a6350070b7e2ebdcd36c7238622757bce8208c20ff8fd14d5c4a669d836784b,7a6350070b7e2ebdcd36c7238622757bce8208c20ff8fd14d5c4a669d836784b,spam,0.9642616432,"{""normal"": 0.03410713079476499, ""phishing"": 0.0016312260225444701, ""spam"": 0.9642616431826906}",en,commercial_promotion,"Commercial, promotional, or marketing language was detected.",20,LOW,MOVE_TO_SPAM,true,false,false,
